   0055.916139,     082.3913295,     000019.3131,5.26261816,    80.7674789
   6.2804721,0000037.036,  00000077.874, 007.59106111,    20.8254551
 041.76892,      042.87431,      2.394293747,    010.2170544,076.222832
  00018.46177,    0000073.6353,     092.83945,      0011.732252,   0047.47123
  0008.7449,     56.27887776,     0000032.453,0000038.6143,   000042.4978
   00086.70858,    00060.963911,   00036.554801,      00000053.617,  00047.6307
 0000020.2372, 0006.079758,      0087.619507,67.4588034,     0094.9037093
39.42659262,      098.24845375,   35.9548639,099.127957,   2.53641203
   0093.84082,      0091.908,  69.324003,     00077.5158, 0011.7613
      0042.4288547,0011.90005,   21.47336,76.23678115, 055.1048502
 92.84914591,50.628927,     00084.15276,      34.9621094,  00071.392
    000096.4294,      0072.8989542,     0029.0364675,   000044.025,     0017.19892
    98.85722479,    0031.1959,      00070.966541, 78.45537632,    25.5571711
 17.56525382, 077.7109, 66.74445901,      00026.649,     00030.938382
  099.9777071,     00013.769,059.091392, 39.66460044,      00076.52015
 0075.1948746, 0057.3323,      8.323702,    93.34175,    0009.5827
00083.131,    00099.659532, 0025.934488,      00064.84743,   09.377659264
023.4017894,  0054.761,    0065.861971,   86.822051,    00039.18074
 0057.07625,    039.6068426,   00000041.854,  87.04838647,  0046.101067
   0058.5953,  00000.292689,    000050.504,  0000066.8808,     00039.313007
     00042.063637, 0000032.0276,   45.16737,    0063.2437303,      77.20174672
      60.55582,     075.33983706,      00000028.436,    000079.7265,     0098.717854
    00088.5478,    77.35379012,  14.3444442,     093.044586, 0021.438653
   00055.033,    4.5998789,   33.25785825,      00010.52381,     36.755937
     00049.293, 000011.8294, 73.66003927,      94.766068,      87.09630103
 00057.312829,  2.526477987,   01.212509, 84.984494, 0066.41016
 0000015.125,  00009.183663,     0073.175276,      7.606542835,     73.3989529
67.23676017,    000083.5948,      22.5527011,      30.91466,     028.20658669
 00082.416253,  00000064.718,    00038.009287,019.83082685,27.4125148
00000047.133,   00003.794415,   060.446678,087.93493,91.44166225
 000060.037,050.42059, 0015.8575,     082.4991,     00042.052
00034.839,     48.3294669,  0021.78714,0036.5018,   00039.711447
     3.0444293,      00047.588,84.3164279,  082.35139074,0087.9293
      00068.2958,000004.93737,056.00525313,      0026.27923,   087.2729432
 05.809991,      00007.177839,  0000001.9972,     00000040.771, 00.317789507
    08.30297,     00070.324,  3.675756498,    0052.0255, 10.9996451
    00000014.089,00027.62445,      38.45427,     027.263939,  96.1990014
 84.047536,   00035.237, 31.1552194,  005.3780748,   82.921417
    76.00180636,     035.842852,43.84283173,   0008.5581,      076.0904919
 4.1973872,  03.5923301,10.8675357, 0000085.677,     0048.70924
  45.95269808, 15.2777035, 000050.2549,    71.9685154,    17.21816
  085.23861752,      03.291722987, 093.3596329,64.2227636,   83.75912388
  052.72439573,  00022.2165,   75.41819629,0000011.574,     50.33691429
   03.364762,0094.6959,000078.8423,     91.0220165,    72.3461732
